Duration	Gender	Age	Region	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	EDU	NAT_1	NAT_2	NAT_3	NAT_6	LNG1	EXCLUDE	LNG2	EXP1	EXP2	EXP3	RHAB
1224	Male	57	South	2	3	2	2	1	1	1	1	5	5	4	4	4	4	6	4	4	4	4	A	3	4	4	4	4	4	4	4	3	3	3	3	3	0	0	0	-2	0	0	5	5	5	2	2	5	5	5	5	5	5	5	5	5	6	5	3	3	5	4	4	3	3	3	4	4	4	4	4	prodestant	University / College / Undergraduate School (Bachelor Degree)	usa	usa	retired	NC	Yes		Native	1	1	1	3
535	Female	26	Midwest	2	1	1	2	2	1	1	1	4	2	4	2	1	7	5	2	1	1	1	A	4	5	4	3	3	2	2	1	5	1	1	2	2	4	3	3	4	4	3	5	1	0	0	3	3	3	1	1	7	6	3	0	7	1	3	6	7	4	3	4	3	5	5	4	4	7	3	3	Christian	Vocational School / Technical College / Communication College (Associate Degree)	US	Us	None	US	Yes			2	1	1	10
1010	Female	34	Midwest	4	4	3	4	3	3	3	2	2	1	1	1	2	5	2	1	5	1	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	3	0	3	4	0	8	0	0	3	0	0	3	2	5	6	7	5	3	8	7	1	1	1	5	6	1	1	1	5	7	7	4	5	I驕ｯｽｶ陷ｽｦ what I call a spiritual inquisitive 	University / College / Undergraduate School (Bachelor Degree)	United States 	United States	Cashier	Iowa	Yes			8	1	1	0
688	Male	30	South	4	3	4	4	5	4	4	5	5	5	7	5	5	7	7	6	5	6	6	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	5	8	5	6	7	8	10	10	9	10	9	10	10	1	1	1	7	7	7	7	6	6	6	6	6	6	6	Christian	University / College / Undergraduate School (Bachelor Degree)	United states	United states	Engineer	Texas	Yes			7	7	6	10
742	Male	21	Midwest	1	1	1	4	3	4	4	2	7	6	3	6	7	5	2	6	2	1	2	A	3	2	4	3	3	2	2	3	6	2	2	3	4	4	4	4	4	4	4	7	6	0	2	6	6	0	1	3	7	0	6	5	2	6	6	1	1	6	6	6	5	3	2	5	3	6	5	6	Roman Catholic	University / College / Undergraduate School (Bachelor Degree)	United States 	United States	Full time student	Kentucky	Yes			5	4	1	10
526	Male	24	West	3	5	2	5	5	3	5	1	6	3	4	5	3	7	3	5	2	7	3	A	7	7	5	7	7	7	7	7	7	7	4	7	7	4	4	4	4	4	4	0	10	0	0	0	10	0	0	0	10	0	10	0	0	10	6	2	6	7	6	6	3	2	1	4	6	6	7	7	Catholic 	University / College / Undergraduate School (Bachelor Degree)	USA 	Usa	Emt	California 	No		Native	2	1	1	3
578	Male	52	South	1	1	1	4	1	3	4	1	5	5	2	2	2	7	1	2	1	2	1	A	2	2	3	2	2	2	4	2	2	2	4	2	2	3	2	4	3	3	3	0	10	0	0	0	8	0	0	0	9	0	7	0	0	8	6	3	5	4	6	5	4	4	3	5	4	3	2	3	Protestant	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Instructional Designer	Florida	Yes			4	2	1	6
681	Male	36	South	5	5	5	5	1	5	5	5	7	7	7	7	7	7	1	7	1	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	8	5	0	6	8	3	6	6	8	8	8	9	8	9	7	1	1	6	7	7	4	7	6	7	7	7	7	7	Christianity	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	Doctor	Florida	Yes			5	4	2	10
1194	Female	35	West	5	5	5	5	1	1	5	1	2	3	4	1	4	7	4	4	4	4	4	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	0	10	5	0	0	10	10	5	0	10	10	10	10	5	10	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Catholic	Vocational School / Technical College / Communication College (Associate Degree)	U.s.a	U.s.a	Homemaker	Ca.	Yes			6	1	1	10
1278	Female	42	Midwest	4	3	1	3	1	3	3	1	6	6	3	5	5	6	2	4	4	3	3	A	3	2	3	3	3	3	3	3	4	3	2	3	3	4	4	4	3	4	4	10	2	0	0	0	3	0	0	4	6	0	3	2	0	3	7	6	3	5	7	6	1	3	1	6	5	6	3	3	Christian	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Unemployed	OK	Yes			1	1	1	4
614	Male	57	South	1	1	1	4	3	1	1	1	7	7	4	6	7	1	4	5	1	1	1	B	4	4	4	3	3	4	3	3	5	4	3	4	4	4	4	4	4	4	4	0	9	0	0	1	9	0	0	0	5	0	8	0	0	9	7	3	2	6	7	6	2	2	2	5	5	6	6	6	Christian	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	Minister	Texas	Yes			2	1	1	10
532	Male	42	West	5	5	4	4	5	4	5	3	7	6	7	7	5	5	6	7	7	6	5	A	6	4	5	4	3	3	2	5	4	3	1	3	4	4	3	4	4	4	3	6	8	0	0	6	8	0	1	5	8	0	6	3	2	8	6	2	2	6	7	6	3	2	1	6	7	5	6	6	Christianity	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United states	United states 	Computer information technology officer	California	Yes			6	7	1	10
1025	Male	42	West	3	3	1	4	1	1	1	1	4	1	1	1	1	7	1	1	4	1	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	3	3	3	3	0	10	0	0	5	10	0	0	5	10	0	10	0	0	10	7	1	1	6	7	6	1	4	1	4	4	7	7	7	Christian	University / College / Undergraduate School (Bachelor Degree)	USA	USA 	Healthcare	CA	Yes			1	1	1	0
755	Female	55	West	3	3	3	4	4	3	2	2	4	3	4	3	2	7	1	1	7	3	4	B	3	3	3	3	3	2	1	2	2	2	2	2	2	4	2	2	2	3	3	4	6	0	0	1	8	0	0	0	9	0	7	2	4	4	7	3	4	6	6	6	2	4	2	4	6	6	5	5	Hindu	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA 	retired	NV	Yes			2	2	1	10
770	Female	56	West	1	1	1	3	1	1	1	1	6	6	4	3	1	6	1	1	6	2	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	-4	-4	-4	0	3	2	0	6	6	0	0	9	0	10	0	10	8	6	10	8	9	7	1	1	3	1	3	1	1	1	6	5	7	7	6	Unitarian Universalist	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	Speech Language Pathologist	California	Yes			1	1	1	6
1131	Female	48	Midwest	4	3	3	4	3	4	3	2	6	1	2	1	1	7	1	2	5	1	1	B	1	4	3	4	4	3	3	3	3	3	3	4	4	0	-4	4	4	4	4	0	10	5	0	0	10	0	5	0	10	5	8	6	6	10	7	2	2	5	7	7	1	5	2	6	6	6	7	6	Wiccan	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Business Owner	Michigan	Yes			1	7	7	0
4820	Male	47	West	3	3	4	2	1	3	3	2	6	7	4	7	4	1	4	6	1	7	4	A	2	4	4	4	4	4	4	3	4	4	1	4	4	4	4	4	4	4	4	2	6	0	0	0	7	0	0	5	5	0	4	0	0	0	5	3	4	4	4	6	3	4	1	4	5	4	3	4	Bible-Believing Christian (Protestant)	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Food Service	Alaska	Yes			5	2	1	0
924	Female	28	Midwest	5	5	3	5	3	4	5	2	1	1	1	1	1	7	4	1	3	1	1	A	4	1	4	1	1	1	1	1	4	1	1	1	1	0	3	4	0	4	4	6	10	5	5	6	10	1	10	5	10	8	10	5	8	10	7	1	7	7	7	7	1	1	1	7	7	7	7	7	Wiccan	Other	United States 	United States 	Student/stay at home parent 	Tennessee 	Yes			7	1	2	0
601	Male	22	Midwest	5	4	5	4	4	4	3	3	4	4	4	5	4	4	4	5	4	4	4	B	2	2	3	1	2	2	1	1	2	1	1	3	1	4	4	3	3	1	3	5	8	9	5	5	5	5	5	5	5	5	5	5	5	5	4	1	2	7	4	4	4	4	4	4	4	4	4	4	N/A	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	N/A	OK	Yes			6	1	1	1
437	Female	20	South	4	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	A	4	3	2	2	4	4	3	3	3	4	4	1	1	-2	-3	0	0	0	0	5	5	5	4	5	9	2	5	2	3	1	5	6	4	4	6	5	4	3	2	2	3	3	3	4	4	4	4	6	African American 	Vocational School / Technical College / Communication College (Associate Degree)	American 	America	Teacher 	Maryland 	Yes			1	1	1	0
2235	Female	45	West	5	5	3	5	4	4	5	5	1	4	1	5	7	7	7	7	6	7	7	A	1	1	1	1	1	1	1	1	4	1	1	1	1	4	4	4	4	4	4	9	10	10	10	5	4	0	5	5	10	10	10	5	10	10	7	1	1	7	7	7	1	1	1	7	7	7	4	7	Born again	Other	USA	USA	First responder, landscape& homecare giving consutant	CA	Yes			8	8	2	10
583	Male	33	Midwest	3	4	2	4	3	2	1	1	7	6	4	6	5	7	3	6	1	5	4	A	3	2	2	4	3	6	2	2	5	1	1	2	1	-2	3	3	3	3	4	3	7	3	0	6	7	0	2	7	7	5	7	5	0	8	6	2	2	6	5	7	2	4	2	6	7	3	6	5	7th day Adventist 	University / College / Undergraduate School (Bachelor Degree)	Usa	Usa	Clinical director 	Mo	Yes			6	2	1	10
369	Female	24	West	5	5	5	5	2	4	5	2	7	7	7	7	7	7	7	7	6	7	7	A	3	4	6	4	6	6	5	6	5	5	3	3	2	-2	0	-1	-3	-1	-3	4	3	3	1	2	3	2	4	2	7	2	3	2	2	2	3	4	3	4	4	5	3	2	4	2	4	2	3	2	Atheist 	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Army	WA	No		Native	7	1	1	0
4400	Male	40	West	4	4	4	5	4	5	5	3	4	2	4	2	3	7	1	1	5	1	4	B	4	3	1	1	1	1	5	1	5	1	1	1	1	0	1	2	0	4	4	5	10	0	0	5	10	0	0	5	10	5	10	5	5	10	4	2	3	4	4	4	5	2	3	5	6	5	5	5	Agnostic	Vocational School / Technical College / Communication College (Associate Degree)	Usa	Usa	Transportation	California	Yes			3	3	1	0
895	Female	60	Midwest	3	4	2	3	1	1	2	1	6	7	2	7	5	7	4	6	2	4	6	A	4	4	4	4	4	4	4	3	6	4	4	6	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	5	5	1	6	6	6	6	6	6	6	6	6	6	6	none	Other	United States	United States	retired	IA	Yes			2	1	1	1
1493	Female	31	South	5	5	2	1	1	1	2	3	2	2	2	2	4	7	1	1	1	2	1	B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	4	4	4	4	10	10	0	0	5	10	0	5	0	10	10	10	5	0	10	7	7	1	7	7	7	1	7	1	7	7	7	7	7	Christian 	Junior High School / Middle School	USA 	Usa	Disabled 	Idaho	Yes			6	3	1	3
759	Female	38	West	1	2	1	4	3	1	3	4	5	1	1	1	2	7	1	2	4	1	1	B	4	4	4	2	2	2	2	2	4	1	1	4	4	0	-1	1	3	3	3	6	10	1	0	1	10	1	1	2	10	5	9	6	5	6	6	5	2	7	5	6	3	3	1	5	6	4	5	5	None	Graduate University / Professional School (Master's Degree, Doctoral Degree)	Usa	Usa	Teacher	Oregon	Yes		Native	4	1	1	0
752	Female	20	South	5	5	5	5	5	5	5	2	7	4	4	3	6	7	1	7	3	2	2	A	1	4	3	1	2	1	1	1	1	1	1	4	4	2	2	0	0	0	4	0	10	0	0	10	10	0	5	0	8	9	10	0	0	5	7	4	5	5	5	7	4	4	2	6	6	4	3	2	Agnostic	Junior High School / Middle School	United States of America	United States of America 	N/A	SC	Yes			2	2	1	4
439	Male	22	West	5	3	2	4	4	2	4	2	3	5	7	5	6	7	6	4	3	2	1	A	3	4	2	7	4	6	4	6	5	5	4	6	4	-2	-4	0	1	0	4	6	4	9	8	5	3	3	1	2	2	4	3	1	3	1	7	5	4	6	7	6	5	5	5	6	7	6	6	5	Cathlic	University / College / Undergraduate School (Bachelor Degree)	US	US	AMAZON	Wa	Yes			3	6	5	6
520	Female	34	South	5	4	2	5	4	2	3	2	4	3	3	4	4	6	2	4	5	2	2	A	6	3	4	4	4	4	4	4	4	4	4	4	4	1	2	4	4	4	4	5	6	1	0	0	0	0	6	0	6	6	4	0	6	4	5	4	4	2	5	4	2	3	1	5	5	3	4	3	wicca	Vocational School / Technical College / Communication College (Associate Degree)	usa	usa	housekeeper	ga	Yes			1	1	1	3
732	Male	27	South	5	5	5	5	5	5	5	1	7	1	1	1	2	1	1	1	3	1	1	B	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	0	10	10	0	0	10	0	10	0	10	10	10	10	10	10	7	1	5	7	7	7	2	1	6	7	7	7	7	7	Christian	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Manager	South Carolina	Yes			6	4	1	10
1661	Female	56	West	2	4	2	4	1	1	1	4	3	6	2	3	3	7	4	3	1	1	1	A	3	3	3	3	3	4	3	3	4	3	1	4	4	4	4	4	4	4	4	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	3	5	5	3	5	5	5	5	3	5	4	4	3	3	Unity Church	Vocational School / Technical College / Communication College (Associate Degree)	USA	USA	Unemployed	Washington	Yes			3	2	1	0
2351	Female	22	South	3	3	1	5	5	5	4	2	4	1	1	1	2	5	1	5	1	1	1	B	2	1	1	2	1	1	1	4	3	1	1	2	2	4	4	4	4	4	4	5	5	0	0	0	7	0	0	0	10	0	6	6	0	10	6	3	2	5	5	7	1	4	1	7	6	6	6	4	Christian 	Vocational School / Technical College / Communication College (Associate Degree)	United States of America	United States of America 	Student	North Carolina 	No		Native	6	2	1	10
3063	Female	60	South	3	4	2	4	3	5	4	2	3	7	4	4	6	7	6	5	4	4	4	A	4	4	4	7	1	3	1	1	6	2	1	2	4	4	4	4	4	4	4	9	9	9	0	0	5	0	5	0	7	5	5	5	5	7	7	2	2	6	5	6	2	2	2	6	4	5	6	3	Pentecostal 	Vocational School / Technical College / Communication College (Associate Degree)	USA	USA	None	Florida 	Yes			6	4	1	10
455	Male	42	West	3	4	4	4	3	4	4	4	3	7	6	6	5	5	2	2	2	5	4	A	6	6	6	6	6	7	7	7	5	4	6	7	7	0	4	3	2	0	-1	3	2	2	7	9	5	3	3	3	3	0	0	1	6	4	3	4	5	6	6	6	6	5	5	4	4	4	2	2	Christian 	Vocational School / Technical College / Communication College (Associate Degree)	USA 	USA 	Business	Cal	Yes		Business	2	3	2	4
19810	Male	55	Midwest	4	4	4	4	3	2	4	3	7	4	1	6	4	6	7	7	3	6	7	A	5	3	2	3	4	4	5	4	4	4	4	4	3	4	4	4	4	4	4	5	7	0	0	0	5	0	0	0	9	0	8	0	0	8	7	1	6	7	6	4	2	3	1	5	6	5	5	5	Catholic	Vocational School / Technical College / Communication College (Associate Degree)	Usa	Usa	Commercial fisherman	Michigan 	Yes			2	1	1	1
744	Female	21	Midwest	4	4	4	5	4	5	5	5	5	6	5	4	5	6	4	4	2	4	4	A	4	4	4	3	2	1	1	1	1	1	1	1	1	0	0	1	1	1	0	5	4	6	5	6	6	1	5	5	5	5	5	5	5	5	5	4	4	4	5	4	3	4	4	4	4	4	4	4	Agnostic 	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Certified Nurse Assistant 	KS 	Yes			2	1	1	10
1428	Female	40	West	5	5	4	5	5	4	5	3	3	2	1	1	1	7	1	1	5	1	1	B	4	3	3	2	3	1	1	1	3	1	1	1	1	0	4	4	3	3	4	0	5	0	0	2	2	0	8	0	10	5	8	8	1	10	6	4	4	5	6	5	3	6	2	6	5	2	2	3	West coast	Other	UsA	United States	Retail	Ca	Yes			7	2	1	10
1338	Male	25	Midwest	1	1	1	3	1	4	3	1	7	7	4	7	4	2	7	7	1	1	1	B	7	3	6	3	3	4	4	1	7	4	1	7	7	4	4	4	4	4	4	0	9	0	0	0	9	1	0	0	9	0	9	0	0	6	5	3	3	6	7	4	6	5	2	5	5	5	2	4	Christian 	Junior High School / Middle School	United States	United States	Maintenance 	MN	Yes			6	4	4	10
795	Male	52	South	3	3	3	4	2	1	3	1	1	1	1	1	1	4	1	1	4	1	1	B	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	7	0	0	0	4	0	6	0	10	0	5	0	0	3	5	2	4	7	7	6	3	4	2	4	5	2	1	7	Baptist	Vocational School / Technical College / Communication College (Associate Degree)	US	US	Disabled 	NC	Yes			6	1	1	10
954	Female	35	West	1	1	1	5	1	1	3	3	6	7	2	6	7	6	5	6	7	7	5	A	1	2	2	2	3	2	1	1	1	1	1	1	1	4	0	-4	4	0	4	0	5	10	0	0	10	0	10	0	10	10	10	10	5	10	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Catholic	Other	Usa	United States	Retail	CA	No			4	1	1	2
16001	Male	40	South	2	3	4	4	4	4	4	3	7	7	4	6	7	5	5	7	6	5	6	A	5	4	6	7	6	6	6	6	6	7	6	5	6	3	2	2	-1	3	2	7	7	9	8	6	5	7	8	8	6	7	8	6	7	5	6	4	5	4	3	5	5	5	4	5	6	6	6	7	Christian	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Manager 	VA	Yes		Business	5	4	7	2
1142	Female	36	South	3	4	4	4	5	4	4	4	7	7	2	3	6	6	3	5	5	3	1	A	1	2	2	2	1	3	2	1	6	1	1	2	1	2	3	3	3	3	4	0	8	8	0	0	8	0	0	0	10	5	8	5	5	10	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Not	University / College / Undergraduate School (Bachelor Degree)	US	US	none	FL	Yes			4	8	2	1
1297	Male	55	Midwest	4	4	4	5	5	4	4	3	1	1	1	1	1	5	1	1	7	1	1	A	1	1	1	3	1	2	2	1	6	2	1	3	4	-4	0	1	0	4	4	0	6	0	0	0	6	0	8	0	8	5	6	0	0	8	4	6	6	7	3	4	6	6	6	4	5	3	5	6	roman catholic 	University / College / Undergraduate School (Bachelor Degree)	united states	united states	truck driver 	colorado 	Yes			5	1	1	1
1114	Female	49	Midwest	5	5	5	5	4	5	5	2	7	4	4	6	4	7	7	6	4	4	2	A	1	3	4	4	4	1	1	1	4	1	1	4	4	0	1	4	3	0	4	10	10	8	0	0	10	3	0	5	10	0	10	10	5	0	7	1	1	6	7	7	1	6	1	7	7	7	7	7	None	Junior High School / Middle School	United States	United States	Personal services	OH	Yes			6	8	1	0
1567	Female	25	Midwest	3	3	4	5	5	5	5	3	3	1	1	1	1	7	2	1	7	1	1	A	3	2	2	2	2	1	1	1	1	1	1	1	1	0	0	4	2	4	4	0	7	5	0	5	5	0	5	0	10	5	10	3	5	10	7	2	1	7	7	7	1	1	1	7	7	7	4	6	Buddhist 	University / College / Undergraduate School (Bachelor Degree)	USA 	USA 	Cashier 	WA 	Yes			2	2	1	3
1484	Female	44	South	4	4	5	1	3	4	3	5	1	6	4	6	6	4	6	6	1	4	6	A	7	4	5	3	3	2	2	2	3	2	1	2	2	4	4	3	4	4	4	10	5	5	0	0	1	0	0	0	7	0	0	0	0	4	7	2	6	7	7	7	6	4	1	7	5	7	3	5	United States	Junior High School / Middle School	United States	United States	Disabled	Georgia	Yes			3	1	1	5
4006	Male	57	West	2	2	2	5	5	4	4	3	7	1	1	1	1	5	6	2	1	1	1	A	1	2	2	1	1	1	1	1	4	1	1	3	2	4	2	4	4	4	0	0	6	0	0	0	6	0	5	0	6	0	6	4	0	2	5	3	3	5	6	4	5	5	1	7	5	5	5	4	Catholic 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	Director 	California	Yes			5	4	1	10
1923	Female	29	West	4	3	2	4	1	1	2	1	6	1	1	1	2	6	1	1	4	1	1	B	4	5	4	3	4	3	3	3	5	3	2	4	4	-4	-4	-1	-4	-4	-4	0	7	0	0	0	8	0	0	0	9	0	6	4	0	8	5	1	2	6	5	6	2	4	2	6	7	6	5	4	Atheist 	Other	USA	USA	House Manager	Washington State	Yes			2	1	1	0
1197	Female	40	Midwest	1	1	1	4	4	4	3	2	6	3	3	4	4	6	4	4	2	4	3	A	3	2	2	1	2	1	1	1	2	1	1	3	2	-1	0	0	0	0	1	2	6	0	1	6	6	1	1	4	6	4	6	4	2	6	5	3	3	4	4	3	2	3	2	6	5	5	3	4	N/A	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Histotechnician 	Wisconsin 	Yes			1	1	1	0
530	Female	40	South	5	5	3	5	5	5	4	5	7	6	7	7	5	5	7	5	4	6	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	9	10	7	9	4	5	9	10	9	9	10	10	9	9	9	7	4	6	6	7	5	1	5	5	6	7	6	6	6	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States 	United States 	IT	Arizona 	Yes			8	2	1	10
666	Female	32	West	1	1	1	1	1	1	1	1	7	5	4	3	4	5	4	4	4	5	5	B	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	0	0	-1	4	5	4	4	0	0	4	0	4	0	10	10	10	10	10	10	7	5	4	4	7	7	4	4	4	4	4	4	4	4	None	Junior High School / Middle School	US	Us	None	AZ	Yes			7	1	1	0
1214	Female	32	West	1	4	4	5	4	3	5	2	3	4	7	3	4	5	5	2	4	3	1	B	2	2	2	2	2	1	1	1	1	1	1	2	2	4	4	4	4	4	4	2	4	1	0	5	6	0	5	7	6	3	7	5	1	7	7	1	1	7	7	7	4	1	6	5	7	7	5	7	West coast	Other	USA	US	Unemployed 	Ca	Yes			6	1	1	4
384	Female	20	South	5	4	3	4	5	4	3	4	6	4	6	7	6	5	6	7	5	7	6	A	6	4	6	7	5	6	7	6	5	6	7	5	6	4	3	2	3	4	2	9	10	8	9	10	7	9	9	8	9	9	8	9	10	6	6	7	5	6	5	6	5	6	5	7	6	5	5	6	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	U.S.	u.s.	designer	CA	Yes			7	8	5	7
1643	Male	42	South	2	2	2	4	1	1	4	1	7	5	7	5	6	1	4	6	1	6	4	B	4	4	4	4	4	4	4	3	4	4	2	4	4	4	4	4	4	4	4	5	0	0	0	0	1	0	0	0	2	0	1	0	0	1	7	2	2	6	7	6	3	5	1	6	6	6	6	6	Pentecostal 	Junior High School / Middle School	United States	United States	Construction 	Louisiana 	Yes			6	2	1	10
676	Female	27	South	1	1	1	3	3	3	3	2	6	6	3	5	4	7	4	6	1	4	4	A	3	3	2	4	3	2	2	3	2	2	2	2	2	4	0	2	4	0	4	0	2	0	0	0	1	0	0	0	7	0	2	0	0	2	7	3	1	6	6	6	4	3	2	6	6	7	5	6	Christian	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Teacher	Tennessee	Yes			1	1	1	5
597	Male	21	South	3	3	2	4	1	3	4	3	7	7	4	6	7	5	5	6	4	7	4	A	7	7	6	3	3	3	3	3	3	5	3	4	3	2	1	3	2	4	-1	7	3	0	0	6	7	0	0	7	10	0	10	2	0	6	5	4	5	6	5	7	3	3	3	6	7	4	4	2	Agnostic	University / College / Undergraduate School (Bachelor Degree)	US	US	Student	AL	Yes			5	8	5	3
1033	Female	36	Midwest	3	3	1	5	2	3	3	1	6	1	1	1	2	7	1	7	5	3	2	A	3	1	4	2	1	1	4	4	4	2	1	3	4	4	4	4	4	4	4	0	10	10	0	0	10	0	0	0	10	2	10	5	5	10	7	2	2	2	7	6	1	4	1	7	3	7	6	4	Christian	Vocational School / Technical College / Communication College (Associate Degree)	Usa	Usa	Financial 	Wv	Yes			5	6	1	6
1014	Female	26	Midwest	4	5	3	4	4	4	4	1	6	3	2	2	3	5	1	2	5	1	1	A	7	7	4	6	6	6	5	3	7	6	2	7	7	0	1	2	1	2	2	0	10	5	0	0	10	0	6	0	10	7	10	10	2	10	7	2	2	7	7	5	3	5	2	5	6	6	4	5	None	University / College / Undergraduate School (Bachelor Degree)	United States 	United States 	Para educator 	Iowa	Yes			4	3	1	0
552	Male	57	South	3	2	2	4	4	4	4	3	5	4	2	3	3	5	1	4	5	2	4	A	2	2	1	2	2	1	2	1	4	1	1	1	2	2	4	4	3	3	4	5	6	2	2	7	6	2	7	5	8	5	6	5	2	6	4	5	4	4	5	4	2	3	3	6	5	5	2	4	other	Vocational School / Technical College / Communication College (Associate Degree)	usa	usa	entertainment tech	Fl	Yes			6	5	1	1
1453	Male	55	Midwest	3	3	3	4	3	2	2	2	7	6	4	5	6	6	3	3	2	4	2	A	1	1	4	2	2	2	2	1	3	2	1	2	1	4	4	4	4	4	4	0	5	0	0	0	5	0	0	0	7	0	6	0	0	6	5	4	3	6	7	4	2	4	2	4	5	5	4	5	Catholic 	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	Locomotives engineer 	IN	Yes			4	2	1	10
515	Female	22	South	5	5	5	5	5	3	5	3	6	7	5	6	6	7	6	6	2	7	6	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	0	6	2	0	0	4	0	0	0	3	0	3	0	0	9	7	2	2	7	7	7	1	3	1	7	7	7	7	7	christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	Student 	LA	Yes			1	1	1	10
1102	Female	55	South	4	4	4	4	1	1	1	1	5	4	5	4	5	5	4	4	4	4	4	A	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	7	7	6	1	2	1	5	5	7	5	5	I pray at home but donot get out to church as often i should. 	Vocational School / Technical College / Communication College (Associate Degree)	USA	USA	Retired 	VA	Yes			7	1	1	3
822	Female	34	Midwest	3	3	3	4	4	4	4	3	5	4	3	2	2	5	1	2	4	2	2	B	1	1	1	1	1	1	1	1	4	1	1	1	1	0	0	0	0	0	0	5	10	0	0	7	10	0	0	7	10	0	10	10	0	10	5	3	4	5	7	4	2	4	1	4	4	3	4	3	Atheist	University / College / Undergraduate School (Bachelor Degree)	US	US	Professional Services	IN	Yes			5	7	1	0
889	Female	44	South	5	4	5	5	5	3	3	2	7	7	4	7	7	6	4	7	4	7	4	A	3	2	2	2	2	1	1	1	1	1	1	2	2	4	4	4	4	4	4	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	2	7	7	7	7	2	5	1	7	7	7	5	7	Baptist 	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	Medical assistant 	LA	Yes			6	1	1	4
2444	Male	50	West	2	2	2	5	3	3	2	1	7	4	4	5	6	6	5	5	1	4	2	A	4	4	3	3	4	4	3	1	7	3	1	7	7	0	0	4	1	0	4	10	5	0	0	0	5	0	5	0	10	5	5	5	5	5	6	5	5	5	6	5	5	7	3	6	6	6	3	3	Unsure and I wish that I had faith.	Vocational School / Technical College / Communication College (Associate Degree)	USA	USA	Investor	Washington 	Yes			4	4	2	1
725	Female	25	South	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	-4	-4	-4	-4	-4	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Methodist	Other	USA	USA	Unemployed	South Carolina	Yes		Basic	1	1	1	0
