id	cul	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6.	AC_7	AC_8	AC_9.	AC_10	AC_11	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2.EC	IRI_4.EC.	IRI_9.EC	IRI_14.EC.	IRI_18.EC.	IRI_20.EC	IRI_22.EC	IRI_3.PT.	IRI_8.PT	IRI_11.PT	IRI_15.PT.	IRI_21.PT	IRI_25.PT	IRI_28.PT	EXP_1	EXP_2	EXP_3	RHAB	FNL1	FNL2	Gender	Age	Region	REL	NAT_1	NAT_2	NAT_3	NAT_4	LNG_1	LNG_2	EDU	RATE_WITCH
1610	EN825	US	1	2	3	2	1	1	2	5	1	2	2	1	4	4	5	5	4	5	5	5	4	7	6	7	7	7	1	7	7	1	6	7	4	3	4	4	3	3	10	10	9	9	10	10	10	9	10	10	9	10	10	9	10	7	1	7	1	1	6	7	1	6	7	2	7	6	7	8	8	7	10	NA	NA	0	31	West	Jewish	USA	USA	Manager	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1611	EN826	US	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	4	4	4	4	5	3	7	5	4	4	2	2	2	3	3	4	1	4	4	4	4	4	4	6	7	0	0	0	5	0	0	5	7	0	7	0	5	10	6	6	7	7	7	7	7	2	6	5	3	6	5	5	4	1	1	0	NA	NA	0	58	West	christian	United States	United States	management	California	Yes		Elementary School / Primary School	A
1612	EN827	US	4	1	1	1	1	1	1	1	1	1	1	1	1	5	5	3	5	5	5	5	5	5	7	4	4	7	1	7	7	1	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	8	9	10	10	10	10	10	10	7	1	7	2	1	4	7	1	7	7	2	7	7	7	8	8	1	10	NA	NA	0	35	Midwest	Cathodic	United States	United States	Financial Executive	TX	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1613	EN828	US	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	3	3	3	3	3	2	4	5	4	4	4	4	4	4	6	4	4	4	4	4	4	4	0	5	7	0	0	0	9	0	5	5	10	5	7	5	5	9	6	4	7	5	6	4	6	4	7	7	3	7	7	7	8	8	5	0	NA	NA	0	48	West	jesus	usa	usa	tech	california	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
1614	EN829	US	7	4	4	4	4	4	4	4	4	4	7	4	4	2	2	1	3	1	3	1	1	7	7	6	7	7	1	5	7	7	7	2	3	3	3	1	1	1	0	6	0	0	0	6	0	0	0	7	0	4	0	0	7	5	3	6	2	5	5	2	2	3	5	3	2	2	3	1	5	1	0	NA	NA	0	59	Northeast	Agnostic	USA	USA	Engineering	Pennsylvania	Yes		Other	B
1615	EN83	US	4	3	2	6	6	6	3	6	5	7	7	7	5	4	2	2	2	4	2	4	2	7	7	4	7	4	6	5	7	7	7	7	4	4	4	4	4	4	0	7	0	0	1	5	0	0	1	7	0	4	1	2	7	6	5	7	6	1	6	5	7	7	7	7	6	7	7	7	2	1	10	NA	NA	0	40	Northeast	Christian	USA	United States	Information Technology	California	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1616	EN830	US	7	5	7	4	2	7	7	1	1	7	7	1	7	5	4	5	4	5	4	4	4	6	6	5	7	7	2	6	5	1	6	7	4	4	0	-3	3	4	10	5	9	9	9	5	10	9	8	9	7	8	9	8	10	7	7	3	2	7	7	7	2	7	7	1	7	1	7	7	3	1	10	NA	NA	0	41	South	Christian	USA	USA	Job Holder	Georgia	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1617	EN831	US	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	5	2	2	4	3	7	4	4	5	3	1	1	5	6	2	1	4	2	4	2	2	0	0	8	5	0	0	8	0	5	0	8	5	5	5	0	8	7	6	7	7	7	7	7	4	6	6	3	5	5	7	2	2	1	3	NA	NA	0	59	Midwest	Methodism	United States	United States	unemployed	OH	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1618	EN832	US	3	1	5	4	3	4	4	3	2	2	3	5	4	5	5	5	4	2	4	4	2	5	5	5	5	5	3	5	5	3	5	5	3	3	2	-2	2	3	6	4	9	3	9	6	7	9	6	1	3	4	4	2	2	4	5	3	6	6	2	3	4	2	3	7	4	3	2	1	1	1	3	NA	NA	1	33	South	Baptist	United States	Muscogee	House keeping	Ga	Yes		Junior High School / Middle School	A
1619	EN833	US	1	1	1	1	1	7	1	7	7	1	7	7	7	2	2	4	4	2	1	3	3	7	7	7	7	1	1	1	7	7	7	7	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	5	8	0	0	0	4	7	1	7	7	7	7	7	4	7	7	3	7	7	7	8	8	2	10	NA	NA	0	59	Midwest	Christian	United States	United States	Teacher	Ohio	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
1620	EN834	US	5	6	6	6	6	6	5	6	6	6	7	4	4	4	4	2	4	2	1	1	1	7	6	4	5	5	3	3	2	3	4	2	2	2	0	0	1	0	8	3	0	0	0	1	0	0	0	7	0	8	8	0	8	5	6	6	4	5	6	5	3	4	5	2	6	5	5	5	2	1	10	NA	NA	0	60	South	catholic	us	us	price analysis	Virginia	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
1621	EN835	US	6	6	6	6	6	6	7	6	6	7	7	6	6	5	4	4	5	2	3	4	2	7	6	3	6	6	5	3	5	6	5	3	1	1	2	1	2	3	0	10	3	0	0	8	0	0	0	2	0	7	3	0	8	7	6	6	7	7	7	7	7	6	6	6	7	7	7	5	8	1	0	NA	NA	1	28	South	none specifically 	USA	USA	homemaker	TN	Yes		Junior High School / Middle School	A
1622	EN836	US	7	5	4	5	5	4	4	6	6	6	7	4	4	1	1	1	4	5	4	2	1	7	6	4	4	3	3	5	5	4	4	3	0	0	0	0	0	0	1	10	5	0	0	6	0	0	0	7	0	8	1	1	9	6	5	5	5	5	5	4	5	5	5	5	6	5	6	1	1	1	0	NA	NA	0	60	Northeast	none	United States	United States	unemployed	New York	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1623	EN837	US	4	5	5	6	3	7	7	6	4	6	7	4	4	4	3	3	4	2	4	3	1	4	2	4	2	3	1	2	1	4	4	1	-2	0	0	0	0	-2	7	7	5	1	1	8	0	7	0	9	8	6	7	5	9	6	6	6	5	7	4	5	5	7	6	6	7	5	4	5	4	1	6	NA	NA	0	30	Northeast	Atheist/No Affiliation	USA	USA	Video Editor/Producer	NY	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1624	EN838	US	1	2	3	2	1	2	2	1	3	2	1	2	2	4	5	4	3	4	5	4	4	7	6	5	6	6	1	6	7	2	5	6	3	4	3	3	4	3	8	9	10	9	8	9	9	10	8	9	10	9	9	8	9	6	1	7	2	2	5	7	3	6	5	1	6	6	6	7	6	7	8	NA	NA	0	26	South	Christian	usa	usa	Homestead 	Florida	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1625	EN839	US	1	3	2	1	2	1	2	3	1	2	1	2	3	5	4	5	3	5	5	4	4	7	6	5	7	6	1	5	6	1	6	6	3	4	2	4	2	4	9	10	9	10	8	9	10	8	9	9	10	9	7	9	8	7	2	5	2	3	6	7	2	7	6	1	6	5	7	8	5	2	2	NA	NA	0	30	West	Muslim	Arizona	Arizona	University	Arizona	Yes	Business	University / College / Undergraduate School (Bachelor Degree)	A
1626	EN84	US	7	4	3	2	7	1	3	2	2	2	2	3	2	5	4	5	4	5	3	4	5	6	7	6	7	7	2	7	6	2	7	6	3	4	3	-3	4	3	9	10	6	9	9	7	5	9	9	8	9	10	9	9	10	6	2	6	2	3	6	5	1	4	4	1	7	4	7	7	7	6	6	NA	NA	0	35	West	Christian	United	United	Accountant	California	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1627	EN840	US	5	4	4	6	5	6	6	5	5	6	7	5	4	3	4	4	5	5	5	4	4	4	5	2	4	3	2	3	5	1	1	4	4	4	4	4	4	4	1	10	4	3	6	7	4	4	6	9	6	7	7	7	7	6	6	6	6	6	6	6	7	6	6	3	6	6	5	2	1	1	10	NA	NA	0	57	South	Baptist	United States	United States	Educator	SC	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1628	EN841	US	6	7	7	6	7	7	1	7	6	7	7	6	7	4	3	1	3	1	1	3	1	7	7	7	7	7	1	3	4	6	4	7	4	4	4	4	4	4	5	7	0	0	5	10	0	10	4	10	3	10	9	5	7	7	7	7	7	6	1	7	6	2	6	7	2	7	7	5	1	1	10	NA	NA	0	37	South	Islam	USA	USA	IT	Newyork	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1629	EN842	US	4	5	2	6	6	3	6	7	1	6	7	5	6	3	4	3	5	5	4	3	1	4	4	4	2	2	7	5	4	7	4	2	4	4	4	4	4	0	0	5	5	0	0	5	0	5	0	7	0	6	5	0	8	7	7	6	7	7	7	5	7	7	5	4	7	6	5	4	6	1	10	NA	NA	1	24	Midwest	Baptist	USA	USA	Unemployed	Michigan	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	A
1630	EN843	US	6	7	7	7	7	5	7	7	7	7	7	7	7	3	3	2	4	1	1	2	1	7	6	4	5	4	4	4	5	5	5	5	4	3	3	0	3	4	10	0	0	0	0	5	0	0	0	5	0	5	0	0	0	7	6	5	4	4	7	6	7	7	7	7	7	6	6	4	1	1	5	NA	NA	0	60	Midwest	CATHOLIC	USA	USA	DISABLED	OHIO	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
1631	EN844	US	6	6	6	7	7	7	7	7	4	6	7	7	7	4	3	3	5	4	5	5	4	6	3	4	1	1	4	2	2	3	4	1	4	4	4	4	4	4	8	9	0	0	5	8	0	5	6	8	5	8	5	0	8	6	6	7	6	6	6	4	4	6	6	6	6	4	4	6	4	2	10	NA	NA	0	36	Midwest	Protestant	United States	United States	Project Manager	Ohio	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
1632	EN845	US	1	2	1	3	2	2	2	2	1	2	3	2	1	4	5	5	4	5	5	4	5	6	7	6	6	7	2	7	5	2	7	6	4	3	4	3	4	3	9	10	10	9	8	9	10	8	9	9	10	8	10	9	10	6	2	7	1	1	6	6	1	6	5	2	7	7	6	3	4	2	2	NA	NA	0	30	West	Muslim	Arizona	Arizona	University	Arizona	Yes	Business	University / College / Undergraduate School (Bachelor Degree)	A
1633	EN846	US	4	4	3	6	5	6	6	7	5	7	6	6	6	3	4	2	4	3	3	2	1	7	7	4	7	4	4	5	6	7	7	5	3	2	2	0	0	2	5	7	5	0	0	8	0	0	1	7	0	8	0	5	8	5	4	5	4	5	5	6	4	5	5	4	6	4	5	3	1	1	2	NA	NA	0	47	Northeast	Christian	usa	usa	manager	Pennsylvania	Yes		Other	A
1634	EN847	US	4	4	3	6	5	4	5	4	4	4	5	6	6	4	4	5	4	3	4	4	2	6	5	4	4	5	3	5	5	4	5	4	3	1	0	0	1	1	5	7	7	0	0	6	0	0	5	8	0	8	7	0	8	6	2	6	6	6	4	5	4	4	4	4	4	5	5	2	1	1	0	NA	NA	0	53	Midwest	i believe in god	usa	usa	unemployed	Nebraska	Yes		Other	B
1635	EN848	US	5	4	5	5	4	3	5	6	4	4	7	4	4	3	3	4	3	2	4	3	3	7	6	2	5	3	3	5	7	7	2	2	2	1	3	2	3	0	0	5	0	0	1	6	0	0	1	7	0	5	4	0	6	4	6	5	6	6	3	4	7	3	5	4	4	4	3	6	2	1	2	NA	NA	0	20	West	Buddhist	USA	USA	Lifeguard	California	No	Native	University / College / Undergraduate School (Bachelor Degree)	A
1636	EN849	US	7	7	7	5	5	7	7	7	2	7	7	6	6	4	4	4	5	4	3	2	5	2	2	2	2	1	1	2	3	1	1	1	-1	-3	-2	-3	-2	-4	1	10	1	1	3	10	1	1	6	10	0	9	9	0	10	4	3	6	3	6	5	6	6	6	4	6	7	3	3	6	7	5	0	NA	NA	0	60	South	None	USA 	USA 	Engineer 	SC 	Yes		University / College / Undergraduate School (Bachelor Degree)	B
1637	EN85	US	3	3	4	3	4	2	2	7	2	4	7	3	3	3	2	1	5	1	3	4	1	7	7	6	7	7	2	7	7	5	6	5	0	4	4	0	0	4	5	7	5	10	0	2	0	0	5	5	7	6	7	5	5	7	7	7	5	7	6	3	7	5	7	3	7	6	4	1	1	1	1	NA	NA	0	28	Northeast	Not religious	Usa	Usa	Bank manager	New york	Yes		Junior High School / Middle School	A
1638	EN850	US	5	1	3	3	4	6	3	5	1	3	7	1	1	1	2	1	5	3	1	2	1	7	5	4	4	3	1	1	2	4	1	1	4	4	3	2	3	4	4	5	0	0	0	8	0	5	0	8	5	3	3	7	7	7	6	5	3	3	5	7	3	6	5	2	6	3	3	6	2	1	2	NA	NA	1	36	Midwest	Christian 	United States 	United States 	Homemaker	Illinois	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
1639	EN851	US	2	1	3	6	3	2	1	1	1	1	1	2	1	5	4	2	5	5	1	2	5	5	7	7	7	7	2	7	7	7	7	7	4	4	4	4	2	4	4	10	1	0	0	0	0	3	0	3	4	10	4	7	1	7	7	7	7	7	7	7	4	7	7	3	7	7	7	8	7	7	10	NA	NA	0	34	Midwest	Christian	USA	USA	Accountant	California	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1640	EN852	US	4	3	4	2	4	7	4	6	4	7	7	4	4	3	4	3	4	1	4	4	1	6	2	4	1	1	4	2	2	4	2	1	0	1	0	0	1	2	0	10	0	0	5	10	5	3	3	10	4	9	5	5	10	6	4	7	6	7	7	4	7	7	6	4	5	3	4	2	2	1	0	NA	NA	1	43	South	None	Usa	Usa	Homemaker	Louisiana	Yes		Junior High School / Middle School	A
1641	EN853	US	2	4	3	4	4	4	3	5	2	2	3	3	2	5	4	4	4	4	4	3	3	5	5	6	7	7	2	6	5	3	5	6	2	2	3	3	2	3	7	5	8	5	8	8	5	8	6	8	6	8	6	8	8	5	3	5	3	3	4	4	2	6	6	3	5	5	4	5	6	8	10	NA	NA	1	41	Northeast	Christian	New York	New York	General Manager	UNITED STATES OF AMERICA	Yes	Conversational	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1642	EN854	US	4	5	5	5	6	6	6	7	6	7	7	6	6	4	4	4	5	3	4	5	3	6	6	5	6	6	3	5	6	6	5	5	4	3	4	4	4	3	7	3	1	0	0	6	1	2	3	7	3	3	2	2	7	7	6	6	6	6	6	6	6	6	6	5	7	5	6	5	4	1	10	NA	NA	1	58	Midwest	baptist	united states	united states	technician	Michigan	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
1643	EN855	US	4	5	5	5	5	5	5	5	5	5	5	5	5	4	2	3	3	3	2	3	2	7	4	4	4	3	3	2	3	6	1	2	1	1	1	1	1	1	5	5	3	2	5	5	3	5	3	6	5	5	3	3	6	6	5	5	5	5	5	4	3	4	5	4	5	4	4	3	2	1	6	NA	NA	0	60	Midwest	Catholic	USAOH	USA	Product Stewardship	OH	Yes		University / College / Undergraduate School (Bachelor Degree)	B
1644	EN856	US	1	7	7	1	7	7	7	7	1	7	7	1	7	5	4	1	2	1	1	5	3	6	7	4	6	6	2	7	7	4	6	6	4	0	4	4	4	4	5	10	5	5	5	5	5	5	0	10	5	10	5	5	5	6	7	7	7	7	7	7	4	4	7	6	7	6	7	2	1	1	2	NA	NA	0	59	South	Christian	United States	United States	retired	FL	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
1645	EN857	US	7	7	6	7	7	7	7	7	7	7	7	7	7	5	3	3	5	1	1	3	1	7	6	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	0	10	1	0	0	10	0	1	0	10	1	10	4	4	10	7	7	7	7	7	7	7	1	7	7	7	7	4	7	2	1	1	10	NA	NA	1	35	Northeast	Christian	United States 	United States 	Healthcare	Indiana	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1646	EN858	US	5	5	6	7	7	7	7	6	5	7	7	7	7	3	5	1	3	3	1	3	4	6	7	6	4	4	2	4	5	3	1	4	4	4	4	4	3	4	5	10	5	0	0	10	0	5	0	10	0	10	5	5	10	5	1	2	1	3	4	1	4	5	4	1	4	1	1	1	1	1	10	NA	NA	1	32	West	Christian 	Usa	Usa	Warehouse 	Ca	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
1647	EN859	US	1	7	1	1	7	7	7	7	1	7	7	7	7	5	5	5	5	5	5	1	5	7	7	7	7	7	1	7	7	1	7	7	4	4	4	4	4	4	10	5	10	10	0	0	0	0	0	10	0	10	0	0	8	7	7	7	1	1	1	7	1	7	7	1	7	1	7	6	1	2	5	NA	NA	0	30	South	Catholic 	United States 	United  States 	I am a full time worker in IT	Georgia 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1648	EN86	US	7	7	7	7	7	7	7	7	1	7	7	7	7	5	5	1	5	5	1	4	1	7	7	6	7	6	7	1	7	7	7	6	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	10	7	7	7	7	7	7	4	7	7	7	7	6	3	5	7	6	1	10	NA	NA	1	35	Northeast	Catholic	United state of America	New York	Information Technology	New York	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1649	EN860	US	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	5	5	1	7	7	7	7	7	2	1	7	7	7	7	4	4	4	4	4	4	0	0	0	0	0	10	0	0	0	10	0	10	0	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	1	10	NA	NA	0	35	South	Islam	United States of America	United States of America	Contractor	New York 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1650	EN861	US	2	2	3	3	3	3	2	2	3	3	3	2	2	1	2	2	4	4	4	4	4	4	5	3	2	4	4	4	5	4	3	3	-1	1	1	2	1	1	8	7	3	4	4	6	4	4	6	5	4	5	8	8	5	6	4	5	2	3	5	6	3	5	5	4	5	4	5	7	1	1	10	NA	NA	0	35	Northeast	Christian 	United States 	United States 	Construction 	NY	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1651	EN862	US	5	6	5	6	6	7	7	6	6	7	7	6	6	3	2	2	4	4	4	5	3	7	6	3	5	5	2	4	5	7	3	3	2	2	2	2	2	2	2	7	0	0	7	7	2	0	5	8	5	4	3	0	7	6	5	3	4	6	4	3	5	4	5	4	4	2	5	5	2	1	10	NA	NA	1	35	West	Christian	United States	United States	Education	Colorado	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1652	EN863	US	4	2	3	3	4	5	4	4	4	3	6	3	4	3	4	5	2	3	4	3	2	4	5	5	3	4	2	3	2	4	6	5	-2	-1	0	3	4	4	4	2	6	4	4	6	7	5	9	8	7	10	5	7	5	7	4	6	3	4	2	5	4	5	3	4	4	7	3	5	3	1	3	NA	NA	0	25	South	Roman Catholic 	Unites States 	United States	Construction worker	Georgia 	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1653	EN864	US	5	6	5	7	7	7	7	5	2	6	7	5	5	3	2	1	1	2	1	5	2	2	3	2	3	4	7	2	2	7	3	1	-2	4	1	-2	-4	3	4	9	1	1	2	6	4	7	4	5	1	0	8	6	0	1	6	4	2	6	7	1	5	5	3	3	2	1	7	3	7	6	8	NA	NA	0	26	Northeast	Atheism 	USA	USA	Trader and Analyst	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1654	EN865	US	4	6	6	7	7	6	6	6	6	6	7	6	6	5	4	2	3	5	2	3	1	6	3	4	3	3	1	1	2	4	3	3	2	0	0	2	1	4	0	8	7	0	2	7	0	5	5	8	2	5	5	4	5	6	4	7	5	6	6	5	6	7	6	4	6	5	4	5	1	1	10	NA	NA	1	59	Northeast	Spiritual 	USA	Bradford	Disabled	Pennsylvania 	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1655	EN866	US	4	2	4	4	2	6	3	3	2	3	2	3	4	5	4	4	5	2	3	5	4	5	7	5	7	7	1	6	7	1	7	7	4	4	4	0	4	4	9	10	8	8	9	8	5	8	7	8	8	8	8	8	9	7	1	7	1	1	6	5	3	4	7	2	7	5	6	6	5	1	10	NA	NA	0	55	Northeast	Christian	USA	USA	Banker	PA	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1656	EN867	US	5	5	5	7	7	7	6	7	4	7	7	6	6	4	4	2	5	5	5	5	3	5	6	5	4	4	1	5	3	5	5	5	3	3	4	4	4	4	2	10	0	0	2	8	2	1	5	10	7	9	8	7	8	6	7	6	7	6	5	7	4	4	7	6	6	2	4	3	1	1	2	NA	NA	1	27	Midwest	Catholic 	USA	USA	Investment accounting analyst 	Illinois 	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
1657	EN868	US	4	7	4	7	7	7	7	7	6	7	7	6	7	4	4	2	5	3	1	2	1	7	6	4	5	5	4	1	6	7	1	1	0	0	4	4	4	1	5	10	0	0	0	6	0	0	0	10	0	10	0	0	10	3	1	2	2	5	5	3	1	6	4	4	6	2	6	7	1	1	0	NA	NA	0	56	Northeast	Methodist	United States	United States	Disabled	MD	Yes		Other	A
1658	EN869	US	5	5	5	5	4	5	6	5	6	6	5	5	5	4	4	4	4	4	3	4	3	4	3	3	3	4	1	3	2	2	3	2	4	3	4	3	4	3	8	7	8	9	4	5	5	5	6	3	4	6	5	6	4	7	5	7	4	6	4	7	3	3	4	5	5	5	7	4	2	1	1	NA	NA	0	38	South	non nomination	usa	usa	self employed	alabama	Yes		Junior High School / Middle School	B
1659	EN87	US	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	7	7	7	7	7	1	1	6	7	7	7	4	4	4	4	4	4	10	9	3	0	6	9	2	7	3	9	7	8	6	7	9	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	2	10	NA	NA	0	45	South	Christian	United State of America	United State of America	IT Director	Florida	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1660	EN870	US	5	5	6	7	7	4	5	4	3	3	3	3	5	3	3	2	5	1	2	4	4	7	5	4	5	4	4	4	5	2	5	7	2	0	4	2	0	-1	10	3	5	0	1	6	1	5	5	8	8	7	4	7	4	7	6	4	3	5	4	3	5	4	3	5	3	4	4	4	5	5	1	NA	NA	1	29	South	None	United States	United States	Unemployed	OK	Yes	Basic	Junior High School / Middle School	A
1661	EN871	US	6	6	5	6	7	7	6	6	5	6	7	6	6	3	4	3	4	1	2	3	2	5	6	6	4	4	2	3	4	4	4	4	4	3	4	4	4	4	7	10	5	7	7	7	5	5	6	8	9	8	5	8	7	7	7	7	7	7	7	7	2	7	7	2	7	7	7	7	7	1	10	NA	NA	1	20	Northeast	Christian	United States	United States	Student	North Carolina	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1662	EN872	US	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	7	7	7	7	1	7	7	1	7	7	4	4	3	4	4	4	10	8	8	5	5	7	5	8	5	8	5	8	5	5	8	6	5	5	4	4	5	5	4	4	4	2	5	5	5	8	8	7	10	NA	NA	0	55	Midwest	Catholic	USA	USA	Engineer	Wisconsin	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
1663	EN873	US	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	4	7	5	1	4	4	4	1	1	7	1	1	4	4	4	4	4	4	5	8	0	0	5	8	0	0	0	7	0	6	5	0	8	7	7	7	7	7	7	7	7	7	7	7	7	6	6	2	2	1	10	NA	NA	1	40	South	Christian	United States	United states	Administration assistant	South Carolina 	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1664	EN874	US	4	6	6	5	6	6	6	6	6	6	7	6	6	4	4	4	5	1	1	2	1	7	7	4	7	4	1	7	7	7	7	7	4	4	4	4	4	4	7	10	5	0	0	7	0	5	0	9	5	10	0	5	8	7	7	7	7	1	7	7	1	7	7	4	7	7	7	6	1	1	10	NA	NA	1	53	South	Christian 	United States	United States	Manufacturing 	GA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
1665	EN875	US	4	5	6	4	4	5	7	7	1	7	7	5	4	5	3	3	5	1	4	5	1	7	6	4	5	5	1	6	6	7	6	3	4	4	4	4	4	4	5	10	0	0	0	10	0	0	0	10	0	10	0	5	10	7	7	7	7	7	7	7	7	6	7	7	7	6	7	1	1	1	10	NA	NA	1	60	Midwest	Christian	United States	United States	Human Resource Analyst	MI	Yes		Junior High School / Middle School	B
1666	EN876	US	6	4	5	5	5	4	5	6	6	4	4	5	4	4	4	2	4	1	4	4	3	5	5	4	5	4	4	5	5	3	5	3	2	1	2	3	3	-1	8	7	7	5	6	2	1	5	6	6	5	6	7	4	5	5	3	4	4	4	5	5	4	5	4	5	5	4	4	5	5	6	0	NA	NA	1	56	Northeast	Catholic	United States	United States	Project manager 	MA	Yes		University / College / Undergraduate School (Bachelor Degree)	B
1667	EN877	US	6	5	6	6	6	7	7	7	4	7	7	5	5	4	4	3	4	4	4	5	2	7	6	3	5	5	3	6	5	4	4	5	3	2	2	3	3	3	2	6	1	0	2	6	7	1	1	7	1	3	2	0	3	6	6	6	5	6	6	7	6	6	5	5	6	4	5	4	2	1	10	NA	NA	0	56	Midwest	Episcopal	United States	United States	Paralegal	IL	Yes		University / College / Undergraduate School (Bachelor Degree)	A
1668	EN878	US	2	2	3	4	2	2	3	2	2	2	3	2	3	5	4	4	4	3	4	3	4	6	4	6	3	6	3	3	6	4	3	6	1	1	1	4	2	3	8	5	3	1	3	6	4	10	5	5	3	5	4	5	6	6	2	5	4	2	6	5	1	6	7	3	6	6	5	7	7	7	8	NA	NA	0	34	West	New York	usa	usa	information	new york	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
1669	EN879	US	6	6	6	6	6	7	7	7	6	7	7	7	7	5	4	4	5	2	4	3	3	5	4	2	3	2	1	1	2	3	1	1	4	4	4	3	4	4	7	9	8	0	3	10	0	2	4	10	5	10	8	5	10	7	5	6	6	7	7	7	6	6	5	4	5	5	5	1	5	1	3	NA	NA	1	48	Midwest	Protestant	USA	USA	None	Minnesota	Yes		Other	A
1670	EN88	US	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	7	7	7	7	7	1	7	7	1	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	1	7	1	1	7	7	1	7	7	1	7	7	7	8	8	8	10	NA	NA	0	30	Northeast	Newyork	Newyork	Newyork	Newyork	Usa	Yes	Conversational	University / College / Undergraduate School (Bachelor Degree)	A
1671	EN880	US	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	5	5	4	4	3	7	3	1	1	1	1	1	1	3	2	1	4	4	4	4	4	4	4	10	1	0	1	1	1	1	5	10	1	10	8	0	4	7	7	7	7	7	7	7	1	7	7	7	7	7	1	6	4	1	10	NA	NA	1	36	West	Spiritual 	United States 	United States 	Medical assembler	Colorado 	Yes		Other	B
1672	EN881	US	5	7	7	7	7	7	7	7	5	7	7	7	7	4	4	3	5	1	2	3	1	6	4	4	4	4	1	3	5	7	4	1	4	4	4	4	4	4	0	10	10	0	0	10	0	0	0	10	0	10	5	5	10	4	6	2	5	6	4	4	5	4	4	6	6	4	6	1	1	1	2	NA	NA	0	58	West	LDS	USA	USA	Retired	Utah	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
